,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,18.608,6.41
std,36.74515672224766,0.8052228501376736
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,343.0,8.0
no_min_moves,606.0,79.0
