,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,16.115,6.47
std,43.12592747548301,0.9687542766279015
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,10.0
no_min_moves,646.0,79.0
