,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.405,4.29
std,16.636759202343367,0.8077278269468264
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,212.0,8.0
no_min_moves,742.0,87.0
