,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.612,4.28
std,18.158722289720583,0.8770934552788144
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,271.0,10.0
no_min_moves,748.0,88.0
