,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.947,4.2
std,15.598509688572959,0.6030226891555273
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,263.0,6.0
no_min_moves,756.0,90.0
