,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.329,4.21
std,11.494471796558635,0.6558978733019495
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,224.0,8.0
no_min_moves,767.0,89.0
