,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.396,4.38
std,13.139095091360739,1.1261806375012973
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,213.0,12.0
no_min_moves,762.0,86.0
