,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.874,6.09
std,25.855882322029753,3.4526962089229785
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,260.0,30.0
no_min_moves,720.0,80.0
