,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.378,5.21
std,26.465024343716628,0.6558978733019495
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,334.0,9.0
no_min_moves,710.0,89.0
