,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.459,5.31
std,27.08346050328194,0.7343656645656368
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,370.0,8.0
no_min_moves,715.0,83.0
