,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.416,5.29
std,14.257005513297882,0.782317200386264
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,298.0,9.0
no_min_moves,731.0,87.0
