,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.392,5.3
std,16.06525531787243,0.7849596270902194
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.25,5.0
max,217.0,9.0
no_min_moves,705.0,86.0
