,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.806,5.26
std,24.626425335903395,0.660884011584239
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,292.0,7.0
no_min_moves,700.0,86.0
