,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.602,5.3
std,29.63690169268613,0.8102873913406629
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,298.0,9.0
no_min_moves,729.0,86.0
