,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.869,5.46
std,28.91421572290818,1.2425129310547973
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,411.0,15.0
no_min_moves,721.0,79.0
