,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,17.166,6.47
std,44.71196264539954,0.9040313751594728
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,10.0
no_min_moves,672.0,76.0
