,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.0,6.34
std,22.900752049756893,0.7813482261482716
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,358.0,10.0
no_min_moves,664.0,82.0
