,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.844,6.37
std,27.444906392387036,0.7996842811353424
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,357.0,9.0
no_min_moves,691.0,81.0
