,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.561,6.52
std,20.611965751284668,1.0296611191076508
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,390.0,10.0
no_min_moves,689.0,76.0
