,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,12.415,6.33
std,31.707004101761317,0.8047209190618557
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,447.0,10.0
no_min_moves,679.0,84.0
