,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.249,6.22
std,25.469898207780783,0.6753973764841082
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,398.0,10.0
no_min_moves,708.0,89.0
