,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,37.345,6.33
std,84.3649062846182,0.8171767114754176
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,10.0,6.0
max,500.0,10.0
no_min_moves,594.0,85.0
