,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.861,6.34
std,27.506841063730047,0.768311805390904
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,381.0,9.0
no_min_moves,675.0,82.0
