,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.402,6.52
std,19.40383737575908,0.9585342345414056
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,279.0,10.0
no_min_moves,679.0,76.0
