,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.633,6.37
std,28.417034307591614,0.8950481054731702
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,270.0,11.0
no_min_moves,688.0,83.0
