,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.765,5.27
std,15.287232400747838,0.7086051171994259
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,5.0,5.0
max,238.0,9.0
no_min_moves,761.0,84.0
