,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.615,5.25
std,20.44041549444594,0.7436600722307894
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,236.0,9.0
no_min_moves,710.0,87.0
