,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.713,5.28
std,13.734236792055839,0.6828342597311784
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,182.0,8.0
no_min_moves,727.0,84.0
