,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.42,5.26
std,16.321212638219684,0.8717797887081346
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,239.0,11.0
no_min_moves,727.0,89.0
