,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.287,5.35
std,17.098449870909,0.7961396760860395
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,268.0,9.0
no_min_moves,735.0,82.0
