,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.08,5.27
std,26.95570830473965,0.7766152928775695
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,307.0,9.0
no_min_moves,728.0,88.0
