,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.491,5.4
std,20.264366843391965,0.9101004495564365
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,314.0,9.0
no_min_moves,711.0,81.0
