,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.423,5.27
std,17.75492349485934,0.6644660649838722
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,294.0,7.0
no_min_moves,733.0,85.0
