,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.611,5.3
std,12.450087697831036,0.810287391340663
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,175.0,9.0
no_min_moves,732.0,86.0
