,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.878,5.42
std,20.30698129928448,0.8782443460183114
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,321.0,9.0
no_min_moves,719.0,79.0
