,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.902,5.28
std,25.85701028697984,0.7531750973530175
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,380.0,9.0
no_min_moves,703.0,86.0
