,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.343,5.24
std,9.62319889418051,0.6531972647421809
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,145.0,8.0
no_min_moves,705.0,87.0
