,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.272,5.4
std,22.628523285138737,0.8528028654224415
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,500.0,9.0
no_min_moves,733.0,80.0
