,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.704,4.22
std,15.06829245261179,0.746439359339871
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,246.0,8.0
no_min_moves,742.0,91.0
