,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.497,4.33
std,13.215318219234662,0.865208563634144
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,210.0,8.0
no_min_moves,754.0,86.0
