,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.895,4.31
std,15.804168650920767,0.8250497383231332
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,299.0,8.0
no_min_moves,760.0,86.0
