MOVE_COUNT,EPISODE_REWARDS,ACTIONS_NUMBERS,PATHS,EPSILON,ALPHA,GAMMA
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.617290140942288,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.6111172395328651,0.4,0.5
6,1.25,"[23, 22, 15, 13, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.6050060671375365,0.4,0.5
17,0.25,"[36, 35, 36, 24, 36, 35, 36, 24, 36, 24, 23, 22, 15, 14, 15, 14, 66]","['[R R1 -> R L1]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[R R1 -> R L1]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5989560064661611,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5929664464014994,0.4,0.5
13,1.25,"[23, 22, 21, 22, 15, 16, 15, 14, 13, 14, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5870367819374844,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5811664141181095,0.4,0.5
7,1.25,"[23, 22, 15, 16, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5753547499769285,0.4,0.5
24,0.75,"[23, 22, 23, 25, 26, 34, 33, 32, 45, 32, 33, 34, 26, 34, 35, 36, 24, 23, 22, 15, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G C1]', '[B R2 -> B L1]', '[R R1 -> R C2]', '[B L1 -> B R1]', '[R C2 -> R R2]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[R C1 -> R R2]', '[G L1 -> G C1]', '[R R2 -> R C2]', '[B R1 -> B L1]', '[B L1 -> B R1]', '[R C2 -> R L1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5696012024771592,0.4,0.5
9,1.25,"[25, 12, 25, 12, 25, 12, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.5639051904523876,0.4,0.5
20,-0.25,"[36, 35, 42, 41, 42, 41, 42, 41, 42, 43, 41, 42, 35, 36, 24, 25, 12, 13, 14, 66]","['[R R1 -> R L1]', '[B C2 -> B R1]', '[G C1 -> G R2]', '[R L1 -> R R3]', '[R R3 -> R L1]', '[R L1 -> R R3]', '[R R3 -> R L1]', '[R L1 -> R R3]', '[R R3 -> R L1]', '[R L1 -> R C1]', '[R C1 -> R R3]', '[R R3 -> R L1]', '[G R2 -> G C1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.5582661385478638,0.4,0.5
16,0.5,"[23, 22, 15, 16, 64, 16, 15, 13, 12, 13, 12, 13, 11, 13, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[G L1 -> G R1]', '[G R1 -> G L1]', '[R C2 -> R R1]', '[G L1 -> G R2]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[B C1 -> B R3]', '[B R3 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.5526834771623851,0.4,0.5
11,1.0,"[25, 24, 25, 24, 25, 12, 13, 11, 13, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B C2]', '[B C2 -> B L1]', '[B L1 -> B C2]', '[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B R3]', '[B R3 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.5471566423907612,0.4,0.5
77,-24.75,"[25, 24, 36, 35, 42, 41, 43, 45, 32, 45, 43, 41, 43, 41, 43, 44, 56, 44, 45, 43, 45, 43, 41, 42, 43, 42, 43, 41, 43, 44, 43, 41, 42, 35, 33, 32, 45, 44, 43, 42, 35, 42, 35, 36, 24, 36, 35, 33, 34, 33, 34, 33, 34, 33, 34, 26, 25, 26, 25, 12, 13, 15, 16, 15, 14, 15, 13, 14, 15, 22, 15, 14, 15, 14, 15, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B C2]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[G C1 -> G R2]', '[R L1 -> R R3]', '[R R3 -> R C1]', '[G R2 -> G L1]', '[R C1 -> R R2]', '[R R2 -> R C1]', '[G L1 -> G R2]', '[R C1 -> R R3]', '[R R3 -> R C1]', '[R C1 -> R R3]', '[R R3 -> R C1]', '[G R2 -> G C2]', '[B R1 -> B L1]', '[B L1 -> B R1]', '[G C2 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[G L1 -> G R2]', '[R C1 -> R R3]', '[R R3 -> R L1]', '[R L1 -> R C1]', '[R C1 -> R L1]', '[R L1 -> R C1]', '[R C1 -> R R3]', '[R R3 -> R C1]', '[G R2 -> G C2]', '[G C2 -> G R2]', '[R C1 -> R R3]', '[R R3 -> R L1]', '[G R2 -> G C1]', '[R L1 -> R R2]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[R C1 -> R L1]', '[G R2 -> G C1]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[R L1 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[B R1 -> B L1]', '[R C2 -> R R1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G L1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5416850759668536,0.4,0.5
10,1.0,"[23, 22, 15, 22, 15, 14, 13, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.536268225207185,0.4,0.5
16,0.5,"[36, 24, 36, 24, 23, 24, 23, 25, 23, 25, 26, 25, 12, 13, 14, 66]","['[R R1 -> R L1]', '[R L1 -> R R1]', '[R R1 -> R L1]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[B R2 -> B C2]', '[B C2 -> B R2]', '[B R2 -> B L1]', '[B L1 -> B R2]', '[B R2 -> B L1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.5309055429551132,0.4,0.5
8,0.75,"[36, 24, 23, 25, 12, 13, 14, 66]","['[R R1 -> R L1]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[B R2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.525596487525562,0.4,0.5
25,0.0,"[25, 12, 13, 12, 11, 12, 13, 15, 22, 15, 16, 15, 22, 23, 25, 12, 13, 11, 13, 12, 13, 14, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B R3]', '[B R3 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G L1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[B C1 -> B R2]', '[G L1 -> G C1]', '[B R2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B R3]', '[B R3 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.5203405226503064,0.4,0.5
18,1.0,"[23, 25, 24, 36, 24, 23, 22, 21, 22, 23, 22, 23, 22, 15, 16, 15, 14, 66]","['[B C2 -> B R2]', '[B R2 -> B L1]', '[B L1 -> B C2]', '[R R1 -> R L1]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5151371174238033,0.4,0.5
10,1.0,"[23, 21, 22, 23, 22, 15, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.5099857462495653,0.4,0.5
47,0.0,"[36, 35, 34, 33, 35, 33, 34, 33, 34, 33, 34, 33, 32, 31, 32, 31, 33, 35, 36, 24, 25, 23, 22, 15, 16, 64, 16, 15, 16, 15, 14, 13, 11, 13, 15, 16, 15, 16, 15, 13, 14, 15, 16, 64, 63, 65, 66]","['[R R1 -> R L1]', '[B C2 -> B R1]', '[R L1 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R L1]', '[R L1 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[G C1 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G C1]', '[R R2 -> R L1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[B C2 -> B L1]', '[B L1 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[G L1 -> G R1]', '[G R1 -> G L1]', '[R C2 -> R R1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[B C1 -> B R3]', '[B R3 -> B C1]', '[G R2 -> G L1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[R R1 -> R C2]', '[G L1 -> G R1]', '[R C2 -> R R2]', '[R R2 -> R L1]', '[G R1 -> G C2]']",0.5048858887870696,0.4,0.5
7,0.75,"[36, 24, 23, 22, 15, 14, 66]","['[R R1 -> R L1]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.4998370298991989,0.4,0.5
15,0.75,"[25, 12, 13, 11, 13, 14, 15, 16, 15, 22, 15, 14, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B R3]', '[B R3 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.49483865960020695,0.4,0.5
16,0.75,"[23, 24, 25, 24, 23, 25, 26, 25, 12, 13, 11, 13, 12, 13, 14, 66]","['[B C2 -> B R2]', '[B R2 -> B C2]', '[B C2 -> B L1]', '[B L1 -> B C2]', '[B C2 -> B R2]', '[B R2 -> B L1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B R3]', '[B R3 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.4898902730042049,0.4,0.5
14,1.25,"[23, 24, 23, 22, 23, 24, 25, 12, 25, 23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[B R2 -> B C2]', '[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G C1]', '[B R2 -> B C2]', '[B C2 -> B L1]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[B L1 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.48499137027416284,0.4,0.5
6,1.25,"[25, 12, 11, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B R3]', '[B R3 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.4801414565714212,0.4,0.5
7,1.25,"[25, 23, 22, 15, 13, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.475340042005707,0.4,0.5
10,1.25,"[23, 21, 22, 15, 13, 15, 14, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.47058664158564995,0.4,0.5
24,0.75,"[23, 21, 22, 21, 22, 23, 22, 15, 22, 21, 23, 21, 23, 21, 22, 15, 13, 14, 13, 12, 13, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[B C1 -> B R2]', '[G L1 -> G R3]', '[G R3 -> G C1]', '[G C1 -> G R3]', '[G R3 -> G C1]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[G C2 -> G R2]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.4658807751697934,0.4,0.5
9,1.25,"[25, 12, 11, 12, 25, 12, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B R3]', '[B R3 -> B L1]', '[G R2 -> G C1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.4612219674180955,0.4,0.5
8,1.25,"[25, 23, 22, 15, 14, 13, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.45660974774391455,0.4,0.5
8,1.25,"[23, 22, 23, 22, 15, 13, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.4520436502664754,0.4,0.5
5,100.25,"[25, 12, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.44752321376381066,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.44304798162617254,0.4,0.5
43,0.5,"[25, 24, 36, 35, 36, 24, 23, 24, 36, 24, 36, 35, 36, 35, 36, 35, 36, 35, 36, 35, 34, 33, 31, 33, 34, 33, 34, 33, 34, 33, 34, 26, 25, 12, 25, 23, 21, 22, 21, 22, 15, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B C2]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[B C2 -> B R2]', '[B R2 -> B C2]', '[R R1 -> R L1]', '[R L1 -> R R1]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[R L1 -> R C2]', '[R C2 -> R R2]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[B R1 -> B L1]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[B L1 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.4386175018099108,0.4,0.5
42,0.5,"[25, 24, 36, 35, 34, 33, 32, 45, 32, 45, 43, 42, 35, 36, 35, 36, 24, 25, 24, 36, 35, 36, 35, 36, 35, 34, 33, 34, 33, 31, 33, 34, 26, 25, 26, 25, 12, 13, 14, 15, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B C2]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[R L1 -> R C2]', '[R C2 -> R R2]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[R C1 -> R R2]', '[R R2 -> R C1]', '[G L1 -> G R2]', '[R C1 -> R L1]', '[G R2 -> G C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[B C2 -> B L1]', '[B L1 -> B C2]', '[R R1 -> R L1]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[R L1 -> R C2]', '[R C2 -> R R2]', '[R R2 -> R C2]', '[R C2 -> R R2]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[R R2 -> R C2]', '[B R1 -> B L1]', '[R C2 -> R R1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.4342313267918117,0.4,0.5
9,1.25,"[25, 12, 13, 14, 15, 14, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.4298890135238936,0.4,0.5
33,0.0,"[36, 35, 36, 35, 36, 35, 36, 35, 36, 35, 34, 35, 36, 35, 36, 24, 25, 23, 21, 22, 15, 22, 23, 22, 15, 14, 15, 14, 13, 12, 13, 14, 66]","['[R R1 -> R L1]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[R L1 -> R C2]', '[R C2 -> R L1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[R L1 -> R R1]', '[B C2 -> B L1]', '[B L1 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[B C1 -> B R2]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.42559012338865465,0.4,0.5
17,1.25,"[23, 22, 23, 21, 22, 21, 22, 23, 25, 12, 13, 14, 15, 16, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G R3]', '[G R3 -> G L1]', '[G L1 -> G C1]', '[B R2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.4213342221547681,0.4,0.5
10,1.25,"[25, 23, 22, 15, 13, 15, 14, 15, 14, 66]","['[B C2 -> B L1]', '[B L1 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.41712087993322045,0.4,0.5
5,100.25,"[25, 12, 13, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.41294967113388825,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.40882017442254937,0.4,0.5
9,1.25,"[23, 22, 15, 16, 15, 14, 13, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[R R1 -> R C2]', '[R C2 -> R R1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.4047319726783239,0.4,0.5
9,1.25,"[23, 24, 23, 24, 23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[B R2 -> B C2]', '[B C2 -> B R2]', '[B R2 -> B C2]', '[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.40068465295154065,0.4,0.5
7,1.0,"[23, 22, 15, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[B C1 -> B R2]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.39667780642202527,0.4,0.5
8,1.25,"[23, 22, 21, 22, 15, 13, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[G L1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.392711028357805,0.4,0.5
8,1.25,"[23, 25, 12, 13, 14, 13, 14, 66]","['[B C2 -> B R2]', '[B R2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.38878391807422696,0.4,0.5
7,1.25,"[23, 22, 15, 14, 13, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[G C2 -> G R2]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.3848960788934847,0.4,0.5
6,1.25,"[23, 21, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.38104711810454983,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.37723664692350434,0.4,0.5
18,0.25,"[36, 35, 33, 34, 26, 34, 26, 25, 12, 25, 12, 13, 12, 13, 12, 13, 14, 66]","['[R R1 -> R L1]', '[B C2 -> B R1]', '[R L1 -> R R2]', '[R R2 -> R C2]', '[B R1 -> B L1]', '[B L1 -> B R1]', '[B R1 -> B L1]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[G R2 -> G C1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[R R1 -> R L1]']",0.37346428045426927,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.36972963764972655,0.4,0.5
8,1.25,"[23, 25, 12, 13, 14, 15, 14, 66]","['[B C2 -> B R2]', '[B R2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.36603234127322926,0.4,0.5
19,0.25,"[36, 35, 34, 26, 25, 12, 13, 12, 13, 11, 12, 13, 14, 15, 13, 14, 15, 14, 66]","['[R R1 -> R L1]', '[B C2 -> B R1]', '[R L1 -> R C2]', '[B R1 -> B L1]', '[R C2 -> R R1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[B C1 -> B L1]', '[B L1 -> B C1]', '[B C1 -> B R3]', '[B R3 -> B L1]', '[B L1 -> B C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.36237201786049694,0.4,0.5
6,1.25,"[25, 12, 13, 15, 14, 66]","['[B C2 -> B L1]', '[G C1 -> G R2]', '[B L1 -> B C1]', '[G R2 -> G L1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.358748297681892,0.4,0.5
6,1.25,"[23, 21, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G R3]', '[G R3 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.35516081470507305,0.4,0.5
5,100.25,"[23, 22, 15, 14, 66]","['[B C2 -> B R2]', '[G C1 -> G L1]', '[B R2 -> B C1]', '[G L1 -> G C2]', '[R R1 -> R L1]']",0.3516092065580223,0.4,0.5
