,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.364,5.27
std,14.099230202117145,0.7766152928775696
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,197.0,9.0
no_min_moves,720.0,88.0
