,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.493,5.34
std,23.68583901764871,0.855404683011013
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,431.0,9.0
no_min_moves,685.0,84.0
