,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.637,5.23
std,13.915202616701771,0.6490863820117715
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,216.0,8.0
no_min_moves,746.0,88.0
