,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.135,5.45
std,18.66164601614852,0.9360890055238478
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,291.0,9.0
no_min_moves,728.0,79.0
