,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.301,5.35
std,21.126967310708554,0.9252354327740622
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,296.0,11.0
no_min_moves,731.0,83.0
