,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.215,5.26
std,20.3581735484849,0.7052472881009451
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,291.0,8.0
no_min_moves,698.0,87.0
