,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.206,5.37
std,35.2270991214507,0.89504810547317
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,368.0,10.0
no_min_moves,673.0,82.0
