,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.487,6.48
std,24.5266668829743,1.0586822378825862
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,378.0,11.0
no_min_moves,672.0,80.0
