,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,21.777,6.49
std,46.45599455861892,1.2267638301439667
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,424.0,15.0
no_min_moves,662.0,80.0
