,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.985,6.23
std,22.04188330473645,0.6794977348874475
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,260.0,9.0
no_min_moves,684.0,89.0
