,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,27.357,6.28
std,54.169806340053675,0.7664690127296391
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,388.0,10.0
no_min_moves,645.0,86.0
