,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.017,6.31
std,29.67593928374252,0.7343656645656367
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,312.0,9.0
no_min_moves,668.0,84.0
