,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,45.096,6.39
std,85.50861071556774,0.8515582864088137
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,21.0,6.0
max,500.0,10.0
no_min_moves,602.0,81.0
