,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,21.998,6.45
std,43.501521563945076,1.0952145677879517
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,275.0,12.0
no_min_moves,662.0,83.0
