,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.015,6.22
std,27.96331027832223,0.6289320754704404
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,246.0,8.0
no_min_moves,684.0,89.0
